CustomerID,Gender,Age,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C04039,Male,45.0,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,31.96,1286.45,No
C02570,Male,64.0,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,63.87,3219.53,No
C05878,Male,40.0,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.79,1478.78,No
C03058,Male,49.0,0,Yes,No,50,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card,71.42,3596.11,No
C00322,Male,63.0,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,35.48,594.44,No
C04194,Female,18.0,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card,72.88,2581.96,No
C01631,Male,72.0,1,Yes,Yes,58,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card,69.0,3963.85,Yes
C06102,Female,32.0,0,No,No,19,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,58.45,1319.39,Yes
C04554,Female,33.0,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card,73.83,3487.49,No
C05130,Male,44.0,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,29.21,199.56,Yes
C03014,Male,26.0,0,No,No,9,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer,65.15,677.48,Yes
C04581,Female,59.0,0,Yes,Yes,19,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,55.75,1174.15,No
C04747,Female,67.0,1,Yes,Yes,33,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card,49.78,1670.9,No
C00727,Male,80.0,1,Yes,No,32,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,49.07,1624.89,No
C00999,Female,62.0,0,No,No,48,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card,51.27,2572.51,No
C02410,Male,55.0,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,25.95,935.26,No
C00287,Female,23.0,0,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,56.04,619.93,No
C04017,Male,36.0,0,No,Yes,29,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,63.51,1705.81,Yes
C04069,Female,62.0,0,No,Yes,31,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card,59.01,2067.65,No
C05418,Female,46.0,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card,70.09,3959.62,No
C01500,Female,44.0,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,24.99,31.31,No
C00177,Female,39.0,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,68.1,529.72,Yes
C04308,Male,27.0,0,No,No,49,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,67.48,3540.9,No
C04515,Male,35.0,0,No,Yes,50,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer,68.63,3769.8,No
C01289,Female,32.0,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer,66.47,2726.13,No
C05237,Male,52.0,0,No,No,61,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,51.79,2848.77,No
C04652,Male,69.0,1,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,57.54,2052.88,No
C01039,Male,29.0,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,70.48,1367.43,Yes
C05142,Male,64.0,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.96,299.44,No
C02026,Male,36.0,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card,56.12,4444.21,No
C03640,Male,18.0,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.13,728.43,Yes
C04500,Female,27.0,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,28.57,864.19,No
C06667,Female,43.0,0,No,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,74.29,3369.81,No
C06825,Female,18.0,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,83.15,5086.86,No
C00675,Male,52.0,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.53,125.5,No
C01250,Male,22.0,0,No,No,41,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,76.83,3452.39,Yes
C00103,Male,58.0,0,Yes,No,20,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,47.81,1089.15,No
C05300,Female,80.0,1,Yes,Yes,43,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.81,3099.78,No
C03514,Female,26.0,0,No,No,38,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,70.09,2601.5,Yes
C05377,Male,47.0,0,No,Yes,41,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card,77.31,3130.36,No
C06426,Female,48.0,0,No,No,65,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card,50.37,3549.16,No
C04070,Male,37.0,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,72.86,5434.84,No
C06113,Female,34.0,0,Yes,Yes,3,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,72.16,292.47,Yes
C05725,Female,36.0,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card,66.37,1760.18,No
C00862,Female,44.0,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,77.12,284.83,Yes
C03805,Male,32.0,0,No,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,63.11,4246.99,No
C03142,Male,52.0,0,No,Yes,40,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,55.96,2275.06,No
C07130,Female,44.0,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer,60.57,3253.22,No
C03827,Male,62.0,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,39.25,948.27,No
C06645,Male,38.0,0,Yes,Yes,56,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,49.35,2912.3,No
C03777,Female,50.0,0,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.47,1548.62,No
C06507,Male,31.0,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,26.46,522.15,No
C02581,Male,28.0,0,No,No,37,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card,66.71,2391.78,No
C01994,Male,46.0,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer,70.32,2752.22,No
C01988,Male,30.0,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,37.28,1765.48,No
C03104,Female,48.0,0,No,No,44,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,49.72,2223.34,No
C01070,Male,36.0,0,No,No,29,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer,62.16,1612.96,No
C01563,Male,39.0,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.82,711.98,No
C03263,Female,59.0,0,No,No,54,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer,69.21,3689.27,No
C03821,Male,28.0,0,Yes,No,26,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,43.71,1316.31,No
C01408,Female,45.0,0,No,No,47,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,45.01,2254.07,No
C03787,Male,36.0,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,31.57,1556.54,No
C00571,Female,61.0,0,Yes,No,0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer,53.35,98.91,No
C02075,Female,33.0,0,No,No,24,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer,41.36,996.86,No
C06599,Female,19.0,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card,82.2,4340.94,No
C03926,Female,47.0,0,No,No,43,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card,57.75,2713.6,Yes
C01208,Male,51.0,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,61.2,164.55,Yes
C03170,Female,43.0,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,87.1,384.6,No
C05593,Female,38.0,0,No,No,43,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,54.665,2796.36,No
C05617,Male,21.0,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,71.9,2827.84,No
C02488,Male,50.0,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.71,1772.19,No
C00980,Female,26.0,0,No,No,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,78.65,156.91,Yes
C00348,Male,45.0,0,No,No,71,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,54.24,3611.55,No
C04841,Male,22.0,0,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,65.86,161.93,Yes
C05411,Female,45.0,0,No,Yes,49,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,71.64,3569.13,No
C04200,Male,68.0,1,No,Yes,0,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,44.54,122.2,No
C01773,Female,34.0,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,31.13,1212.69,No
C04691,Male,52.0,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,84.19,3150.04,Yes
C05296,Female,59.0,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,80.92,676.78,Yes
C04216,Male,20.0,0,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,63.48,735.83,Yes
C04045,Female,18.0,0,Yes,No,33,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,45.27,1689.32,No
C00588,Male,40.0,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.54,1148.54,Yes
C06570,Female,40.0,0,No,No,0,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,53.44,139.13,No
C01845,Female,38.0,0,No,No,0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,57.9,58.2,Yes
C01176,Female,48.0,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,69.58,599.53,Yes
C06403,Female,56.0,0,Yes,No,28,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer,53.08,1482.81,No
C05384,Male,33.0,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,61.01,146.24,Yes
C05430,Male,51.0,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,67.91,715.0,Yes
C02194,Male,22.0,0,No,No,43,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.76,2667.67,No
C04542,Male,39.0,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.01,802.87,No
C01300,Female,74.0,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.33,606.96,Yes
C03356,Female,50.0,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,67.21,1472.39,Yes
C04321,Female,45.0,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer,62.61,169.38,No
C06518,Male,54.0,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,81.91,500.72,Yes
C05264,Female,40.0,0,Yes,No,37,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer,49.13,1831.08,No
C01777,Female,18.0,0,Yes,No,19,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer,60.15,1315.66,No
C00731,Female,18.0,0,No,Yes,42,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,71.42,2946.47,No
C01955,Male,47.0,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,72.54,1054.87,Yes
C04917,Male,18.0,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,70.22,74.74,Yes
C03128,Female,70.0,1,No,No,18,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.39,1129.55,No
C02595,Male,42.0,0,No,No,32,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,46.29,1397.28,No
C05479,Male,41.0,0,Yes,Yes,15,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,60.19,890.03,No
C00872,Male,56.0,0,Yes,Yes,31,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,69.26,2549.78,Yes
C02912,Male,55.0,0,Yes,No,34,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer,52.53,1783.61,No
C03129,Male,23.0,0,No,No,16,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer,42.81,643.46,No
C02430,Female,25.0,0,No,No,72,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer,49.08,3818.39,No
C03597,Male,52.0,0,Yes,Yes,22,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,46.7,1130.55,No
C02257,Female,20.0,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,27.38,1456.72,No
C06249,Female,21.0,0,No,No,34,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.72,1800.19,Yes
C00636,Male,44.0,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card,63.3,2701.04,No
C04951,Female,20.0,0,No,No,0,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card,59.39,86.11,Yes
C06880,Male,78.0,1,No,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,21.75,1002.11,No
C02121,Female,38.0,0,No,No,38,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,78.09,3134.53,Yes
C05100,Female,40.0,0,Yes,No,3,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,58.12,238.18,No
C00967,Male,54.0,0,Yes,No,67,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,72.08,5045.69,No
C03563,Female,56.0,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card,59.28,1059.52,No
C05414,Male,18.0,0,No,No,25,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,66.35,1762.71,Yes
C05936,Female,38.0,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card,75.72,1804.84,No
C02142,Male,49.0,0,Yes,No,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,66.08,80.1,No
C04122,Male,39.0,0,Yes,No,63,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,62.05,4074.27,No
C06516,Female,59.0,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.25,102.5,Yes
C03431,Female,24.0,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,28.11,871.08,No
C00726,Female,41.0,0,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card,74.4,7.35,No
C00667,Male,50.0,0,No,No,28,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card,69.32499999999999,2261.66,No
C04371,Male,18.0,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card,68.37,2068.63,No
C04517,Male,56.0,0,Yes,Yes,42,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,55.67,2271.94,No
C02134,Male,38.0,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.93,411.85,No
C00827,Female,52.0,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,77.53,1476.34,Yes
C05353,Male,18.0,0,No,No,39,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,57.46,2301.76,No
C02913,Female,43.0,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,31.46,1379.89,No
C00226,Male,29.0,0,No,No,11,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,60.04,723.58,Yes
C02537,Female,45.0,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,27.98,631.27,No
C02202,Female,78.0,1,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,63.02,610.28,Yes
C05018,Male,51.0,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card,75.8,3502.36,No
C00450,Female,40.0,0,No,No,35,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,56.74,2166.96,No
C04960,Female,47.0,0,Yes,No,22,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,65.54,1462.26,No
C04510,Male,58.0,0,Yes,Yes,55,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,47.31,2664.5,No
C06354,Male,55.0,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer,75.6,2338.93,No
C06754,Male,50.0,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,76.72,712.06,Yes
C02988,Male,33.0,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.82,4.68,No
C06307,Female,54.0,0,No,No,37,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card,48.01,1845.61,No
C03227,Female,67.0,1,Yes,No,0,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,52.13,134.7,Yes
C05162,Female,39.0,0,Yes,No,14,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,62.77,895.82,Yes
C05451,Male,48.0,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.08,683.77,Yes
C00520,Female,27.0,0,No,No,0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,46.85,127.74,Yes
C01737,Female,42.0,0,No,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card,78.08,2028.84,No
C04906,Female,33.0,0,No,No,50,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card,60.21,2923.45,No
C05262,Female,28.0,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.73,1635.75,No
C01528,Male,18.0,0,No,No,19,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,52.08,1112.91,No
C05706,Female,18.0,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.88,562.68,No
C05824,Male,50.0,0,Yes,Yes,4,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,48.67,213.26,Yes
C07040,Male,61.0,0,No,No,29,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,58.81,1789.93,Yes
C01802,Male,32.0,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.21,933.87,No
C06120,Female,63.0,0,Yes,No,62,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card,65.23,3715.79,No
C04354,Female,76.0,1,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer,83.46,2748.82,No
C04280,Male,30.0,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.22,78.33,No
C05163,Female,22.0,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Credit card,81.37,4899.68,Yes
C03284,Female,60.0,0,Yes,No,27,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,62.61,1706.03,Yes
C03237,Female,53.0,0,No,Yes,47,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,62.31,3206.41,No
C06697,Male,50.0,0,Yes,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,63.08,2071.9,No
C00208,Male,46.0,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,65.38,3968.18,No
C03221,Female,38.0,0,Yes,No,42,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,72.71,3338.39,No
C06329,Male,55.0,0,No,No,0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,47.5,90.35,Yes
C06664,Male,42.0,0,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,65.62,1751.09,No
C00813,Male,65.0,0,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,69.32499999999999,1163.3,Yes
C01584,Male,30.0,0,No,No,6,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.94,363.58,Yes
C06203,Female,58.0,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,49.47,290.55,No
C06493,Male,23.0,0,Yes,No,25,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer,57.87,1518.15,No
C06896,Male,42.0,0,No,No,28,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,60.61,1709.02,No
C02094,Male,42.0,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card,55.96,828.76,No
C01516,Female,38.0,0,Yes,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,20.74,158.54,No
C05698,Female,32.0,0,Yes,Yes,18,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,42.8,964.3,No
C06565,Female,18.0,0,Yes,No,39,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer,59.29,2336.27,No
C06714,Male,48.0,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,90.79,5252.42,Yes
C03347,Male,49.0,0,No,No,53,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer,49.71,2638.42,No
C06083,Male,34.0,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.53,25.22,No
C05626,Male,47.0,0,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,88.2,2207.17,No
C00025,Male,36.0,0,No,No,23,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,50.34,1211.43,Yes
C02276,Male,35.0,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,63.08,1900.68,Yes
C01686,Female,68.0,1,No,No,59,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,80.89,5151.91,Yes
